Hidden Layers,Number of nodes,Solver,Alpha,Test Set RMSE,Train Set RMSE,Learning Rate,Early Stopping,Learning Rate Init,Activation Function
3,5-3-2,lbfgs,0.002,70.878993189555,77.6832810578183,constant,False,,
2,7-3,lbfgs,0.0017,70.8789937407226,77.6832810578204,invscaling,True,0.002,
2,7-3,lbfgs,0.0017,70.8789938261427,77.6832810578208,constant,True,0.001,
3,7-2-1,lbfgs,0.0018,70.8789939697055,77.6832810578214,constant,True,0.002,
3,7-4-1,lbfgs,0.002,70.8789940054838,77.6832810578215,invscaling,True,0.002,
3,5-3-2,lbfgs,0.0015,70.8789955544456,77.6832810578283,constant,False,,
3,7-3-1,lbfgs,0.002,70.8789959160488,77.68328105783,invscaling,True,0.001,
3,6-3-1,lbfgs,0.002,70.8789963459389,77.6832810578321,invscaling,False,0.001,
3,6-4-1,lbfgs,0.002,70.8789977222889,77.6832810578392,invscaling,False,0.0005,
2,6-2,lbfgs,0.0017,70.8789979710869,77.6832810578406,invscaling,True,,
3,7-3-1,lbfgs,0.0015,70.87899911752,77.6832810578471,invscaling,True,0.002,
3,7-3-1,lbfgs,0.0017,70.8790003320793,77.6832810578546,invscaling,True,0.001,
3,5-2-1,lbfgs,0.002,70.8790018317579,,,,,
3,7-4-1,lbfgs,0.0015,70.8790607663118,77.6832810588852,invscaling,True,0.002,
4,"5,2,10,0.004",sgd,0.004,70.8790876242146,,,,,
4,"4,2,10,0.004",sgd,0.004,70.8794876917384,,,,,
4,"6,2,20,0.002",sgd,0.002,70.8797447070157,,,,,
4,"4,2,10,0.002",sgd,0.002,70.8803327731744,,,,,
4,"4,2,10,0.0005",sgd,0.0005,70.8805397176431,,,,,
3,6-1-1,sgd,0.002,70.8806096503484,,,,,
3,5-2-2,sgd,0.002,70.8813568096758,,,,,
3,5-1-2,sgd,0.0015,70.8813743587059,,,,,
3,6-1-2,sgd,0.001,70.8814818663434,,,,,
3,5-2-1,sgd,0.001,70.8819062631031,,,,,
4,"3,3,10,0.0005",sgd,0.0005,70.8819745286051,,,,,
3,5-3-2,sgd,0.0017,70.8822993904416,77.6832830049789,constant,False,,
3,6-3-1,sgd,0.0015,70.8825063008252,,,,,
3,6-2-2,sgd,0.001,70.8825219677824,,,,,
3,5-2-2,sgd,0.0015,70.8827693401112,,,,,
4,"4,10,10,0.001",sgd,0.001,70.8827716043981,,,,,
3,6-3-2,sgd,0.0015,70.8828497561708,,,,,
3,6-2-1,sgd,0.0015,70.8829531955079,,,,,
3,5-2-2,sgd,0.0017,70.8832272727763,77.6832842456521,constant,False,,
4,"6,2,20,0.002",sgd,0.002,70.8832988328197,,,,,
3,5-2-2,sgd,0.0015,70.8834905373522,,,,,
3,6-1-2,sgd,0.002,70.8835608736243,,,,,
3,6-2-2,sgd,0.002,70.8836015588711,,,,,
4,"3,3,20,0.0005",sgd,0.0005,70.8836853170785,,,,,
3,5-3-1,sgd,0.0015,70.8837148105926,77.6832850192601,constant,False,,
3,6-2-1,sgd,0.002,70.8837725519876,,,,,
4,"4,10,20,0.0005",sgd,0.0005,70.8838380279658,,,,,
4,"5,10,10,0.002",sgd,0.002,70.8839091195737,,,,,
4,"6,2,20,0.0005",sgd,0.0005,70.8839825481334,,,,,
3,5-1-1,sgd,0.001,70.8840309140197,,,,,
4,"6,3,10,0.001",sgd,0.001,70.8846593783432,,,,,
3,5-1-1,sgd,0.0015,70.884662526167,,,,,
4,"4,3,20,0.001",sgd,0.001,70.8846830102338,,,,,
4,"5,3,10,0.004",sgd,0.004,70.884804807984,,,,,
4,"6,3,20,0.002",sgd,0.002,70.8848084819333,,,,,
2,6-1,sgd,0.001,70.8848958949591,,,,,
4,"3,2,20,0.001",sgd,0.001,70.8849614624504,,,,,
3,5-2-1,sgd,0.002,70.8850165964168,,,,,
4,"3,10,10,0.002",sgd,0.002,70.8850404749512,,,,,
4,"4,3,10,0.002",sgd,0.002,70.8851324070607,,,,,
4,"3,2,10,0.0005",sgd,0.0005,70.8851426900248,,,,,
4,"3,2,10,0.002",sgd,0.002,70.8852115376742,,,,,
4,"5,2,20,0.001",sgd,0.001,70.8854389559633,,,,,
3,5-3-2,sgd,0.002,70.8855978030974,,,,,
4,"5,3,10,0.0005",sgd,0.0005,70.885640340837,,,,,
3,5-2-2,sgd,0.0015,70.8857552609266,,,,,
4,"4,3,10,0.001",sgd,0.001,70.8858049869667,,,,,
4,"6,3,10,0.002",sgd,0.002,70.8858247696987,,,,,
4,"6,2,20,0.001",sgd,0.001,70.8858301823224,,,,,
3,5-3-2,sgd,0.001,70.8860718430331,,,,,
4,"6,3,20,0.0005",sgd,0.0005,70.8861174735001,,,,,
3,6-3-2,sgd,0.001,70.8861795530668,,,,,
4,"5,2,10,0.001",sgd,0.001,70.8862512710634,,,,,
3,5-3-2,sgd,0.0015,70.88628480011,,,,,
4,"3,3,10,0.004",sgd,0.004,70.8864849088219,,,,,
4,"6,2,20,0.004",sgd,0.004,70.8865241689855,,,,,
3,6-2-1,sgd,0.0015,70.8865475667555,,,,,
4,"3,2,10,0.0005",sgd,0.0005,70.8866209330359,,,,,
3,6-3-2,sgd,0.002,70.8867100519612,77.68329160902,constant,False,,
3,6-2-1,lbfgs,0.0015,70.8868788615819,,,,,
3,5-1-1,sgd,0.002,70.8869465638383,,,,,
4,"6,3,10,0.002",sgd,0.002,70.8869581216199,,,,,
3,6-2-1,sgd,0.002,70.8870187964918,,,,,
3,5-1-1,sgd,0.001,70.8872379115866,,,,,
3,5-2-1,sgd,0.002,70.8873718092253,77.683293490445,constant,False,,
3,6-2-2,sgd,0.0015,70.8874732796421,,,,,
3,5-2-1,sgd,0.0015,70.8874885627119,77.6832938383429,constant,False,,
3,5-1-1,sgd,0.0015,70.8875530199775,,,,,
4,"6,2,20,0.004",sgd,0.004,70.8875566149232,,,,,
3,6-1-1,sgd,0.0015,70.8875626768817,,,,,
3,5-2-1,sgd,0.0015,70.8877666327284,,,,,
4,"5,3,20,0.001",sgd,0.001,70.8877729031751,,,,,
3,6-3-1,sgd,0.0015,70.8878436100152,,,,,
3,6-1-1,sgd,0.0015,70.8878454504553,,,,,
3,6-2-1,sgd,0.001,70.8878861833523,,,,,
3,6-3-2,sgd,0.0015,70.8880436499895,77.6832955578191,constant,False,,
3,5-2-2,sgd,0.002,70.8880632675475,,,,,
2,6-1,sgd,0.0015,70.8881283203202,,,,,
3,6-1-2,sgd,0.002,70.8881757958401,,,,,
3,5-3-1,sgd,0.001,70.8882074598029,,,,,
4,"6,10,10,0.0005",sgd,0.0005,70.888222451174,,,,,
3,5-1-1,sgd,0.001,70.8882339892073,,,,,
4,"5,10,20,0.0005",sgd,0.0005,70.8882995794743,,,,,
3,6-2-1,sgd,0.0015,70.8884030225329,77.6832967286864,constant,False,,
3,5-3-2,sgd,0.0015,70.8885248705996,,,,,
3,6-3-1,sgd,0.002,70.8885372091218,,,,,
3,5-1-2,sgd,0.001,70.8885472730296,,,,,
3,5-1-2,sgd,0.002,70.8885507286743,,,,,
3,6-2-1,sgd,0.001,70.8885691762126,,,,,
4,"4,3,10,0.004",adam,0.004,70.8886007619532,,,,,
3,5-2-1,sgd,0.001,70.8886903160419,,,,,
3,5-3-1,sgd,0.002,70.8888009195494,,,,,
4,"4,2,20,0.002",sgd,0.002,70.8891406820059,,,,,
3,6-2-1,adam,0.0017,70.8898186689189,77.6833017814142,constant,False,0.002,
3,6-3-1,sgd,0.001,70.8898995174542,,,,,
4,"6,10,20,0.004",sgd,0.004,70.8899274897534,,,,,
4,"5,3,20,0.001",sgd,0.001,70.8899405926635,,,,,
3,5-2-2,adam,0.002,70.88996763618,77.6833023539314,constant,False,,
3,5-3-1,sgd,0.0015,70.8900000626098,,,,,
2,5-3,sgd,0.0015,70.8900030195492,,,,,
4,"5,2,20,0.004",sgd,0.004,70.8900702943928,,,,,
4,"4,2,10,0.001",sgd,0.001,70.8901011699102,,,,,
2,5-1,sgd,0.002,70.8901628531222,,,,,
4,"3,2,10,0.004",sgd,0.004,70.8902031490218,,,,,
3,5-2-1,sgd,0.0017,70.8902537947505,77.6833034755016,constant,False,,
2,6-1,sgd,0.002,70.8903911197132,,,,,
3,6-3-1,sgd,0.0017,70.8903980190415,77.6833040516364,constant,False,,
3,5-3-2,sgd,0.0015,70.8905018247268,77.6833044708151,constant,False,,
3,5-2-2,sgd,0.001,70.8910062090085,,,,,
4,"5,2,20,0.0005",sgd,0.0005,70.891051041078,,,,,
3,7-3-1,adam,0.0015,70.8911390347266,77.6833365772086,constant,False,0.002,
3,6-3-2,sgd,0.0015,70.8911756627649,,,,,
4,"3,2,10,0.001",sgd,0.001,70.891267081416,,,,,
3,5-3-1,sgd,0.0015,70.8913335728163,,,,,
3,5-1-2,sgd,0.001,70.8913373249143,,,,,
3,5-1-2,sgd,0.002,70.8913436326674,,,,,
4,"4,2,20,0.001",sgd,0.001,70.8913462988289,,,,,
4,"4,2,20,0.002",sgd,0.002,70.8913676319889,,,,,
4,"3,3,10,0.0005",sgd,0.0005,70.8914732122671,,,,,
3,6-3-2,adam,0.002,70.8916020427817,77.6833091452611,adaptive,False,,
3,5-1-1,sgd,0.002,70.8916292375488,,,,,
4,"6,3,20,0.001",sgd,0.001,70.8917916212464,,,,,
3,5-2-1,sgd,0.002,70.8920257033448,,,,,
3,5-3-1,sgd,0.002,70.8921964609501,,,,,
4,"5,3,20,0.004",sgd,0.004,70.8923809289093,,,,,
3,6-1-1,sgd,0.001,70.8924066470088,,,,,
3,5-1-2,sgd,0.0015,70.8924410989133,,,,,
3,6-1-2,sgd,0.0015,70.8924679701324,,,,,
3,6-1-1,adam,0.001,70.8925150516477,,,,,
4,"3,10,20,0.001",sgd,0.001,70.8925643035729,,,,,
4,"5,2,10,0.002",sgd,0.002,70.8926397791211,,,,,
2,6-3,sgd,0.001,70.8928161343657,,,,,
3,6-2-1,sgd,0.002,70.8928680308642,77.6833150473614,constant,False,,
4,"5,2,10,0.0005",sgd,0.0005,70.8928821585472,,,,,
3,7-2-1,adam,0.0018,70.8930969116201,77.6833161741335,constant,False,0.002,
3,6-1-2,adam,0.001,70.8931048209129,,,,,
3,5-2-1,adam,0.002,70.8933880594043,,,,,
3,5-1-1,sgd,0.002,70.89364207788,,,,,
4,"5,2,10,0.001",sgd,0.001,70.8937216996287,,,,,
3,5-3-1,sgd,0.002,70.8937552183544,77.6833195168127,constant,False,,
3,6-2-2,adam,0.001,70.8937697292313,,,,,
3,6-3-1,adam,0.001,70.893826989945,,,,,
3,5-2-1,sgd,0.0015,70.8938671283057,,,,,
3,5-1-2,adam,0.001,70.894042703684,,,,,
3,5-3-2,lbfgs,0.002,70.8941220572685,,,,,
3,6-2-1,adam,0.0018,70.8944666762916,77.6833232992364,constant,False,0.0005,
4,"3,2,20,0.0005",sgd,0.0005,70.8946820720801,,,,,
3,6-3-1,sgd,0.001,70.8949559179906,,,,,
3,6-3-1,sgd,0.0015,70.8950139628025,77.6833263288404,constant,False,,
3,6-2-2,sgd,0.001,70.8951024729181,,,,,
3,7-2-1,adam,0.002,70.895155741414,77.6833271306888,constant,False,0.001,
4,"5,3,10,0.002",sgd,0.002,70.8952284447665,,,,,
3,7-2-1,adam,0.0017,70.8952542409461,77.6833276918854,constant,False,0.0005,
3,5-2-1,sgd,0.001,70.8955010115025,,,,,
3,6-2-2,sgd,0.0015,70.8955187587106,,,,,
3,6-1-2,adam,0.001,70.8955257750073,,,,,
3,6-3-2,adam,0.002,70.8955698101011,77.683329512562,constant,False,,
3,6-3-2,sgd,0.002,70.8956452827134,,,,,
3,6-2-1,sgd,0.002,70.8956491541378,,,,,
3,5-3-1,adam,0.0015,70.8960435667732,77.6833323109467,constant,False,,
3,6-3-1,adam,0.0017,70.8962869963974,77.683333779192,constant,False,0.0005,
2,6-3,lbfgs,0.0018,70.8963267110403,77.6684789515495,constant,False,0.0005,relu
4,"4,3,10,0.002",sgd,0.002,70.8964863720197,,,,,
4,"6,3,10,0.0005",sgd,0.0005,70.8968290463749,,,,,
4,"3,3,20,0.001",sgd,0.001,70.8969898698452,,,,,
3,5-3-1,sgd,0.0017,70.8972646715382,77.6833398834873,constant,False,,
4,"3,10,20,0.002",sgd,0.002,70.8974765568566,,,,,
4,"4,3,10,0.004",sgd,0.004,70.8975270372825,,,,,
3,6-3-2,sgd,0.002,70.8975653135101,77.6833418273445,constant,False,,
4,"3,2,20,0.002",sgd,0.002,70.8976110926812,,,,,
3,5-1-1,adam,0.0015,70.8976610245664,,,,,
4,"4,3,20,0.002",sgd,0.002,70.8977140724072,,,,,
4,"6,2,20,0.001",sgd,0.001,70.8978423644103,,,,,
3,6-2-1,adam,0.0015,70.8978442577675,77.6833436589722,constant,False,0.001,
3,6-3-2,sgd,0.002,70.8980510842159,,,,,
3,6-1-1,lbfgs,0.001,70.8981425729465,,,,,
3,5-3-2,sgd,0.002,70.8982374599863,,,,,
3,6-3-1,sgd,0.0015,70.8982504877459,,,,,
3,5-1-2,adam,0.001,70.8983351353868,,,,,
4,"3,2,20,0.001",adam,0.001,70.898400627847,,,,,
3,7-3-1,adam,0.0015,70.8985470590276,77.6833483934672,invscaling,False,0.0005,
3,6-1-2,sgd,0.0015,70.8986818845637,,,,,
4,"3,3,20,0.004",sgd,0.004,70.8987665876568,,,,,
4,"6,2,20,0.0005",sgd,0.0005,70.8989907638855,,,,,
4,"4,2,20,0.0005",sgd,0.0005,70.8990212922156,,,,,
3,5-1-2,adam,0.002,70.8994054972529,,,,,
3,6-2-2,sgd,0.002,70.8996758332331,,,,,
3,5-1-2,adam,0.002,70.8999767856699,,,,,
4,"6,2,20,0.002",sgd,0.002,70.9000852528137,,,,,
3,6-3-2,sgd,0.0015,70.900182885551,,,,,
3,6-4-1,adam,0.0015,70.9002469151362,77.6833605525769,constant,False,0.002,
4,"6,3,10,0.004",sgd,0.004,70.9006800844999,,,,,
4,"4,10,20,0.001",sgd,0.001,70.9009145841278,,,,,
3,6-1-1,adam,0.001,70.9009463769247,,,,,
4,"4,3,20,0.0005",sgd,0.0005,70.9012422050677,,,,,
3,6-3-2,sgd,0.001,70.9013369126668,,,,,
4,"3,10,10,0.0005",sgd,0.0005,70.9017322064442,,,,,
4,"5,2,20,0.004",sgd,0.004,70.9022231647642,,,,,
3,5-2-2,adam,0.0015,70.9022448245507,77.6833761220141,constant,False,,
4,"6,10,10,0.0005",sgd,0.0005,70.9023311263285,,,,,
3,5-3-1,sgd,0.001,70.9026768518367,,,,,
3,5-2-2,sgd,0.001,70.9028662766902,,,,,
4,"4,2,10,0.001",sgd,0.001,70.902879375601,,,,,
3,5-1-2,adam,0.0015,70.9028943895368,,,,,
3,6-3-2,sgd,0.001,70.9031408120848,,,,,
2,5-1,sgd,0.001,70.9033567589828,,,,,
4,"4,10,10,0.002",sgd,0.002,70.9039372977784,,,,,
3,6-3-1,lbfgs,0.0015,70.9043542226065,,,,,
4,"4,2,10,0.002",sgd,0.002,70.9048245320326,,,,,
4,"6,3,10,0.001",sgd,0.001,70.9048443264128,,,,,
4,"3,2,10,0.002",sgd,0.002,70.9067917379524,,,,,
3,7-2-1,adam,0.0015,70.9068958325463,77.6833352943922,constant,False,0.002,
4,"4,10,20,0.002",sgd,0.002,70.9074792651291,,,,,
3,6-3-2,adam,0.002,70.9078611236071,77.6834272633897,constant,False,,
4,"3,3,20,0.001",sgd,0.001,70.9078770210445,,,,,
3,5-1-2,sgd,0.0015,70.9078802432429,,,,,
3,6-3-1,adam,0.0018,70.9081070055748,77.6833182870558,invscaling,False,0.002,
4,"6,2,10,0.0005",sgd,0.0005,70.9085803334833,,,,,
3,6-2-1,sgd,0.0015,70.9105981315116,,,,,
3,6-3-1,adam,0.002,70.9130210533719,77.6834837929952,constant,False,0.002,
3,7-3-1,adam,0.0017,70.9133300870024,77.6834874675239,constant,False,0.002,
3,7-3-1,adam,0.002,70.91354975857,77.6834900993158,invscaling,False,0.002,
4,"3,3,10,0.002",sgd,0.002,70.9143119287174,,,,,
4,"3,10,20,0.001",sgd,0.001,70.9143881954417,,,,,
3,7-4-1,adam,0.0015,70.9150924851599,77.683509045534,invscaling,False,0.002,
3,7-2-1,adam,0.0015,70.9158850814266,77.683519094629,invscaling,False,0.002,
3,6-2-1,adam,0.002,70.916398200117,77.683525714292,invscaling,False,0.002,
3,6-4-1,adam,0.0017,70.9165560654404,77.6835277688985,invscaling,False,0.002,
3,7-2-1,adam,0.0017,70.9168487644402,77.6835316007726,constant,False,0.002,
3,6-3-1,adam,0.0018,70.9169102697591,77.6835324096729,constant,False,0.002,
3,7-4-1,adam,0.0015,70.9172750681952,77.683537233819,constant,False,0.002,
4,"6,2,10,0.002",sgd,0.002,70.9179882044769,,,,,
4,"6,10,20,0.002",sgd,0.002,70.9180605130162,,,,,
3,6-3-1,adam,0.0017,70.9186721192417,77.6835561265325,invscaling,False,0.002,
3,7-3-1,adam,0.0018,70.920100734744,77.683576130703,invscaling,False,0.002,
3,6-4-1,adam,0.0018,70.9205028848418,77.6835818865184,constant,False,0.002,
4,"4,3,10,0.004",sgd,0.004,70.9207642367731,,,,,
3,6-2-1,adam,0.0017,70.9221509027882,77.6836060455544,invscaling,False,0.002,
3,6-2-1,adam,0.0015,70.9255294855278,77.683658441206,constant,False,0.002,
4,"6,10,20,0.0005",sgd,0.0005,70.926924187201,,,,,
3,6-3-1,adam,0.0017,70.9276013012804,77.6836924730567,constant,False,0.002,
3,6-3-2,adam,0.0022,70.9281965323004,77.6837025171566,invscaling,False,,
3,"4,1,0.0005",adam,0.0005,70.9287491154196,,,,,
4,"4,3,10,0.0005",sgd,0.0005,70.9297333470672,,,,,
3,6-2-1,adam,0.0015,70.9297672072275,77.6837295919906,invscaling,False,0.002,
3,6-1-1,adam,0.0015,70.9300841556055,,,,,
3,5-3-1,adam,0.001,70.9304113737501,,,,,
3,6-2-1,adam,0.002,70.9305839265545,77.6837439971711,constant,False,,
4,"4,2,20,0.004",sgd,0.004,70.9308098542439,,,,,
3,6-2-2,adam,0.002,70.9308712444373,,,,,
3,6-2-1,adam,0.0015,70.9312901865296,77.6837566341697,invscaling,False,0.001,
2,6-4,adam,0.002,70.9314207772166,77.6837589890944,constant,False,0.001,
3,5-1-2,adam,0.001,70.9317747300755,,,,,
3,"3,1,0.002",adam,0.002,70.9319191081433,,,,,
3,6-3-1,adam,0.0017,70.932005481532,77.6837696029357,constant,False,0.001,
3,6-3-1,adam,0.002,70.9320782704862,77.6837709322382,constant,False,,
3,6-1-1,adam,0.002,70.9321614820091,,,,,
3,5-3-1,adam,0.002,70.9321662616362,,,,,
3,6-2-1,adam,0.0015,70.9322266993874,77.6837736483974,constant,False,,
3,6-2-1,adam,0.001,70.9324262935322,,,,,
3,6-2-2,adam,0.002,70.9324984142837,,,,,
3,"4,1,0.004",adam,0.004,70.9328192491156,,,,,
3,6-3-2,adam,0.0015,70.9330067878318,77.6837880445676,constant,False,,
3,6-3-2,adam,0.0017,70.933079069868,77.6837893887894,constant,False,,
3,5-2-1,adam,0.002,70.9331034803223,,,,,
3,7-4-1,adam,0.0018,70.9332315941558,77.6837922309935,invscaling,False,0.001,
3,5-3-1,adam,0.002,70.9333518787824,77.6837944779078,constant,False,,
3,6-3-1,adam,0.001,70.93337661752,,,,,
3,6-3-2,adam,0.002,70.9334883407509,,,,,
3,"4,3,0.004",adam,0.004,70.933580484485,,,,,
3,6-2-1,adam,0.002,70.9335932424871,77.6837990011463,constant,False,,
3,6-3-1,adam,0.0015,70.933658141697,77.6838002206967,constant,False,,
3,6-2-1,adam,0.0017,70.9338309891943,77.6838034756092,constant,False,,
3,6-2-1,adam,0.0015,70.9340457483915,77.6838075336534,constant,False,,
3,6-3-1,adam,0.0018,70.9341078982401,77.6838087108944,invscaling,False,0.001,
3,"6,2,0.002",adam,0.002,70.9341670069339,,,,,
3,5-2-2,adam,0.001,70.9342253805058,,,,,
3,6-4-1,adam,0.0018,70.9344492836492,77.6838152003829,constant,False,0.001,
3,6-3-1,adam,0.001,70.9345200098989,77.6838165496974,constant,False,,
3,6-1-2,adam,0.0015,70.9346032088584,,,,,
2,6-3,adam,0.002,70.9352033254066,77.6838296718601,constant,False,,
3,"3,2,0.004",adam,0.004,70.9352348382029,,,,,
3,7-3-1,adam,0.002,70.9352454415978,77.6838304857361,constant,False,0.001,
3,"5,2,0.004",adam,0.004,70.9352786075628,,,,,
3,5-2-2,adam,0.001,70.9353654133618,,,,,
3,6-2-1,adam,0.0015,70.9356744490051,,,,,
3,5-2-2,adam,0.0017,70.9356784174101,77.6838388870559,constant,False,,
3,6-3-2,adam,0.0017,70.9357078839128,77.6838394610834,invscaling,False,,
3,6-2-2,adam,0.0015,70.9357280729202,,,,,
3,6-3-2,adam,0.0015,70.935731615512,,,,,
3,5-3-1,adam,0.0015,70.935755159723,77.6838403826523,constant,False,,
2,7-2,adam,0.0017,70.9357752095288,77.683840773717,invscaling,False,0.001,
3,5-2-1,adam,0.002,70.9358233823227,77.6838417138584,constant,False,,
3,6-3-2,adam,0.0015,70.9358593621172,77.6838424165449,constant,False,,
3,5-3-1,adam,0.0015,70.9360280094857,,,,,
3,7-3-1,adam,0.0017,70.9360328692759,77.6838458111958,constant,False,0.001,
3,"5,1,1",adam,1,70.936089614809,,,,,
3,6-2-1,adam,0.001,70.936260834672,,,,,
3,6-2-1,adam,0.001,70.9363311501414,,,,,
3,7-4-1,adam,0.0015,70.9364453247382,77.683853921069,constant,False,0.001,
3,5-1-1,adam,0.0015,70.9364731980388,,,,,
3,5-2-1,adam,0.0015,70.9366601150828,,,,,
3,"5,2,1",adam,1,70.9367689171635,,,,,
3,6-3-1,adam,0.0015,70.9367968713229,,,,,
3,"6,1,1",adam,1,70.9368176392417,,,,,
3,6-2-2,adam,0.0015,70.9368442197377,77.6838618181538,constant,False,,
4,"3,3,10,0.002",sgd,0.002,70.9368488686782,,,,,
3,"6,2,0.002",adam,0.002,70.9369833036135,,,,,
3,"6,2,0.0005",adam,0.0005,70.9370192176351,,,,,
3,"5,1,0.001",adam,0.001,70.9370272095927,,,,,
2,6-2,lbfgs,0.0018,70.9370760176155,45.7591397656305,invscaling,True,0.0005,
3,"4,1,0.001",adam,0.001,70.9370800657257,,,,,
3,5-1-1,adam,0.002,70.9370901834959,,,,,
3,"5,1,1",adam,1,70.9372036959364,,,,,
3,"5,1,0.002",adam,0.002,70.9374479044604,,,,,
3,"5,1,0.002",adam,0.002,70.9375807984153,,,,,
3,5-2-1,adam,0.0017,70.9376474146944,77.6838778798626,constant,False,,
3,"3,3,0.001",adam,0.001,70.9376578124073,,,,,
3,5-3-1,adam,0.002,70.9377143020823,77.6838792271,constant,False,,
3,6-2-1,adam,0.0018,70.9378217932953,77.6838813952886,constant,False,0.001,
3,6-2-1,adam,0.0017,70.9378394977602,77.6838817527709,constant,False,,
2,6-2,adam,0.0015,70.9379839787774,,,,,
3,5-3-1,adam,0.001,70.9379919227888,,,,,
3,5-2-2,adam,0.002,70.9380423623217,,,,,
3,6-2-1,adam,0.0015,70.9382274293611,,,,,
3,6-2-2,adam,0.002,70.9382338696465,,,,,
3,5-3-2,adam,0.0015,70.9382687097086,77.6838904511255,constant,False,,
3,5-3-1,adam,0.001,70.9382804184655,77.6838906892711,constant,False,,
3,6-3-1,adam,0.002,70.9383027550856,,,,,
3,6-1-2,adam,0.0015,70.93832116694,,,,,
3,5-2-1,adam,0.0015,70.938427402187,77.6838936826594,constant,False,,
3,"6,2,0.004",adam,0.004,70.9384769141926,,,,,
3,6-2-2,adam,0.0015,70.9385209143299,,,,,
3,5-2-1,adam,0.001,70.9385458553652,,,,,
3,5-2-2,adam,0.001,70.938645640868,77.6838981404181,constant,False,,
3,"5,2,0.001",adam,0.001,70.9388055508823,,,,,
3,6-1-1,adam,0.001,70.9388140002461,,,,,
2,6-3,adam,0.002,70.9388191108735,77.6839016950066,invscaling,False,,
3,6-2-1,adam,0.002,70.9389819619357,77.6839050410901,constant,False,,
3,6-3-1,adam,0.0015,70.9390034572246,,,,,
3,5-3-1,adam,0.0015,70.939058646249,,,,,
3,6-2-1,adam,0.002,70.9390707564396,,,,,
3,5-3-2,adam,0.001,70.9390985885151,,,,,
3,"4,2,0.0005",adam,0.0005,70.9391003853235,,,,,
3,6-2-1,adam,0.0018,70.9391284420462,77.6839080583192,invscaling,False,0.001,
3,6-2-1,adam,0.0017,70.9393527236427,77.6839126919139,constant,False,0.001,
3,5-2-2,adam,0.002,70.939472885527,77.6839151812891,constant,False,,
2,5-1,adam,0.001,70.9396078594481,,,,,
2,7-4,adam,0.0017,70.9397629480093,77.6839212101992,invscaling,False,0.001,
3,"6,1,0.001",adam,0.001,70.9399448332049,,,,,
3,6-3-2,adam,0.0017,70.9399876366411,77.6839258994962,adaptive,False,,
3,6-3-2,adam,0.0015,70.9400727178165,77.6839276795257,constant,False,,
3,"6,1,1",adam,1,70.940094987457,,,,,
3,"6,1,0.0005",adam,0.0005,70.9401560289779,,,,,
3,5-2-2,adam,0.001,70.9402365763495,,,,,
3,6-3-2,adam,0.002,70.9402539315301,77.6839314787929,invscaling,False,,
3,6-3-2,adam,0.002,70.9404123333481,77.6839348087067,adaptive,False,,
3,5-3-2,adam,0.0015,70.9404236300458,,,,,
3,5-2-1,adam,0.002,70.9404827790049,,,,,
3,"5,1,0.001",adam,0.001,70.940843774746,,,,,
3,6-3-1,adam,0.001,70.9415312711336,,,,,
2,6-2,adam,0.0017,70.9416113927748,77.683960284802,constant,False,,
3,"5,2,0.0005",adam,0.0005,70.9416643135663,,,,,
2,6-2,adam,0.001,70.9417917592812,77.6839641581793,constant,False,,
3,"6,1,0.001",adam,0.001,70.9417950501513,,,,,
4,"3,10,20,0.004",sgd,0.004,70.9418085338463,,,,,
3,6-2-2,adam,0.001,70.9418848148094,77.6839661607589,constant,False,,
3,6-2-1,adam,0.002,70.9422215765777,77.6839734319001,constant,False,0.001,
2,6-1,adam,0.0015,70.9423309844948,,,,,
3,"4,1,0.001",adam,0.001,70.9427505432334,,,,,
3,5-1-2,adam,0.0015,70.9429203032192,,,,,
3,6-1-1,adam,0.002,70.9432758844976,,,,,
3,7-2-1,adam,0.0018,70.9433438396521,77.6839979337249,invscaling,False,0.001,
3,5-1-2,sgd,0.001,70.9435743003056,,,,,
3,6-2-1,adam,0.002,70.9438121475645,77.6840082811016,invscaling,False,0.001,
3,5-3-1,adam,0.0017,70.9438782353952,77.6840097471584,constant,False,,
3,5-2-1,adam,0.002,70.9440050397086,77.6840125641537,constant,False,,
3,6-1-1,adam,0.002,70.9440242299853,,,,,
3,"5,1,0.0005",adam,0.0005,70.9441567067641,,,,,
3,"6,2,1",adam,1,70.9448727012691,,,,,
3,7-3-1,adam,0.0015,70.9451211032707,77.6840375866622,invscaling,False,0.001,
3,6-1-1,sgd,0.002,70.9451793453728,,,,,
3,6-4-1,adam,0.0017,70.9458561092287,77.68405429002,constant,False,0.001,
3,7-4-1,adam,0.0017,70.9459410200161,77.6840562311266,invscaling,False,0.001,
2,5-2,adam,0.002,70.9463655290236,,,,,
3,"4,1,0.002",adam,0.002,70.9471769772539,,,,,
3,"4,1,0.001",adam,0.001,70.9486476169923,,,,,
3,6-3-1,adam,0.0018,70.9496907642211,77.6841443171996,constant,False,0.001,
4,"5,10,20,0.002",sgd,0.002,70.9539607058279,,,,,
3,6-2-2,sgd,0.0015,70.9583399864853,77.6843650580363,constant,False,,
3,6-3-1,adam,0.0017,70.9609109995071,77.684435372694,invscaling,False,0.0005,
2,7-2,adam,0.002,70.9640039253364,77.684522800137,constant,False,0.0005,
3,6-2-1,adam,0.0015,70.9641041711015,77.6845256855453,invscaling,False,0.0005,
3,6-3-1,adam,0.0018,70.9647526823427,77.684544430295,invscaling,False,0.0005,
